filename,nwords,acad_av_lemma_freq,acad_av_construction_freq,acad_av_lemma_construction_freq,acad_av_approx_collexeme,acad_av_faith_verb_cue,acad_av_faith_const_cue,acad_av_delta_p_verb_cue,acad_av_delta_p_const_cue,acad_av_lemma_freq_log,acad_av_construction_freq_log,acad_av_lemma_construction_freq_log,acad_av_lemma_freq_type,acad_av_construction_freq_type,acad_av_lemma_construction_freq_type,acad_av_approx_collexeme_type,acad_av_faith_verb_cue_type,acad_av_faith_const_cue_type,acad_av_delta_p_verb_cue_type,acad_av_delta_p_const_cue_type,acad_collexeme_ratio,acad_collexeme_ratio_type,acad_lemma_ttr,acad_construction_ttr,acad_lemma_construction_ttr,acad_lemma_attested,acad_construction_attested,acad_lemma_construction_attested,news_av_lemma_freq,news_av_construction_freq,news_av_lemma_construction_freq,news_av_approx_collexeme,news_av_faith_verb_cue,news_av_faith_const_cue,news_av_delta_p_verb_cue,news_av_delta_p_const_cue,news_av_lemma_freq_log,news_av_construction_freq_log,news_av_lemma_construction_freq_log,news_av_lemma_freq_type,news_av_construction_freq_type,news_av_lemma_construction_freq_type,news_av_approx_collexeme_type,news_av_faith_verb_cue_type,news_av_faith_const_cue_type,news_av_delta_p_verb_cue_type,news_av_delta_p_const_cue_type,news_collexeme_ratio,news_collexeme_ratio_type,news_lemma_ttr,news_construction_ttr,news_lemma_construction_ttr,news_lemma_attested,news_construction_attested,news_lemma_construction_attested,mag_av_lemma_freq,mag_av_construction_freq,mag_av_lemma_construction_freq,mag_av_approx_collexeme,mag_av_faith_verb_cue,mag_av_faith_const_cue,mag_av_delta_p_verb_cue,mag_av_delta_p_const_cue,mag_av_lemma_freq_log,mag_av_construction_freq_log,mag_av_lemma_construction_freq_log,mag_av_lemma_freq_type,mag_av_construction_freq_type,mag_av_lemma_construction_freq_type,mag_av_approx_collexeme_type,mag_av_faith_verb_cue_type,mag_av_faith_const_cue_type,mag_av_delta_p_verb_cue_type,mag_av_delta_p_const_cue_type,mag_collexeme_ratio,mag_collexeme_ratio_type,mag_lemma_ttr,mag_construction_ttr,mag_lemma_construction_ttr,mag_lemma_attested,mag_construction_attested,mag_lemma_construction_attested,fic_av_lemma_freq,fic_av_construction_freq,fic_av_lemma_construction_freq,fic_av_approx_collexeme,fic_av_faith_verb_cue,fic_av_faith_const_cue,fic_av_delta_p_verb_cue,fic_av_delta_p_const_cue,fic_av_lemma_freq_log,fic_av_construction_freq_log,fic_av_lemma_construction_freq_log,fic_av_lemma_freq_type,fic_av_construction_freq_type,fic_av_lemma_construction_freq_type,fic_av_approx_collexeme_type,fic_av_faith_verb_cue_type,fic_av_faith_const_cue_type,fic_av_delta_p_verb_cue_type,fic_av_delta_p_const_cue_type,fic_collexeme_ratio,fic_collexeme_ratio_type,fic_lemma_ttr,fic_construction_ttr,fic_lemma_construction_ttr,fic_lemma_attested,fic_construction_attested,fic_lemma_construction_attested,all_av_lemma_freq,all_av_construction_freq,all_av_lemma_construction_freq,all_av_approx_collexeme,all_av_faith_verb_cue,all_av_faith_const_cue,all_av_delta_p_verb_cue,all_av_delta_p_const_cue,all_av_lemma_freq_log,all_av_construction_freq_log,all_av_lemma_construction_freq_log,all_av_lemma_freq_type,all_av_construction_freq_type,all_av_lemma_construction_freq_type,all_av_approx_collexeme_type,all_av_faith_verb_cue_type,all_av_faith_const_cue_type,all_av_delta_p_verb_cue_type,all_av_delta_p_const_cue_type,all_collexeme_ratio,all_collexeme_ratio_type,all_lemma_ttr,all_construction_ttr,all_lemma_construction_ttr,all_lemma_attested,all_construction_attested,all_lemma_construction_attested,all_av_lemma_freq_stdev,all_av_construction_freq_stdev,all_av_lemma_construction_freq_stdev,all_av_approx_collexeme_stdev,all_av_faith_verb_cue_stdev,all_av_faith_const_cue_stdev,all_av_delta_p_verb_cue_stdev,all_av_delta_p_const_cue_stdev,acad_av_lemma_freq_stdev,acad_av_construction_freq_stdev,acad_av_lemma_construction_freq_stdev,acad_av_approx_collexeme_stdev,acad_av_faith_verb_cue_stdev,acad_av_faith_const_cue_stdev,acad_av_delta_p_verb_cue_stdev,acad_av_delta_p_const_cue_stdev,news_av_lemma_freq_stdev,news_av_construction_freq_stdev,news_av_lemma_construction_freq_stdev,news_av_approx_collexeme_stdev,news_av_faith_verb_cue_stdev,news_av_faith_const_cue_stdev,news_av_delta_p_verb_cue_stdev,news_av_delta_p_const_cue_stdev,mag_av_lemma_freq_stdev,mag_av_construction_freq_stdev,mag_av_lemma_construction_freq_stdev,mag_av_approx_collexeme_stdev,mag_av_faith_verb_cue_stdev,mag_av_faith_const_cue_stdev,mag_av_delta_p_verb_cue_stdev,mag_av_delta_p_const_cue_stdev,fic_av_lemma_freq_stdev,fic_av_construction_freq_stdev,fic_av_lemma_construction_freq_stdev,fic_av_approx_collexeme_stdev,fic_av_faith_verb_cue_stdev,fic_av_faith_const_cue_stdev,fic_av_delta_p_verb_cue_stdev,fic_av_delta_p_const_cue_stdev,all_av_lemma_freq_log_stdev,all_av_construction_freq_log_stdev,all_av_lemma_construction_freq_log_stdev,acad_av_lemma_freq_log_stdev,acad_av_construction_freq_log_stdev,acad_av_lemma_construction_freq_log_stdev,news_av_lemma_freq_log_stdev,news_av_construction_freq_log_stdev,news_av_lemma_construction_freq_log_stdev,mag_av_lemma_freq_log_stdev,mag_av_construction_freq_log_stdev,mag_av_lemma_construction_freq_log_stdev,fic_av_lemma_freq_log_stdev,fic_av_construction_freq_log_stdev,fic_av_lemma_construction_freq_log_stdev
test.txt, 181, 274693.05,83844.1666667,78394.1428571,1035.16582749,0.0570566030565,0.0392540634768,0.0508924685041,0.0352963217994,4.50814031734,4.14894025535,3.32595505547,170276.176471,60987.7333333,48036.0,1085.01555515,0.0608189265957,0.0408217380398,0.0543878997012,0.0368781461902,8.0,7.0,0.75,0.833333333333,0.785714285714,1.0,0.9,0.7,323767.9,100044.823529,107007.25,365.071050937,0.0525249506957,0.0166585248415,0.0469957611827,0.0142230851213,4.2186775028,4.29592335486,3.37131343815,194834.411765,75559.6428571,75068.3333333,409.517523509,0.059000142394,0.0182938090123,0.053279444268,0.0159432896569,0,0,0.75,0.823529411765,0.75,1.0,0.85,0.6,349434.2,110245.470588,117555.083333,476.281173355,0.0634235911299,0.022880508285,0.0576252035132,0.0200697272463,4.31791656997,4.34880235719,3.54988782891,211358.588235,82171.8571429,80027.1111111,521.779271839,0.0707066941553,0.0248271635345,0.0646222448518,0.0220172721464,0,0,0.75,0.823529411765,0.75,1.0,0.85,0.6,381986.05,128657.125,132851.5,35.288387926,0.049430359444,0.00450697013186,0.0444515572793,0.00346865491008,3.8801435467,4.48874082147,3.13068838072,226953.588235,95304.0,89317.2222222,39.0540222146,0.0558017711389,0.00488416707449,0.0505014292823,0.00384792075259,7.0,6.0,0.75,0.8125,0.75,1.0,0.8,0.6,1329881.2,375938.157895,336656.5625,1191.61621988,0.0414759743814,0.0163112672748,0.0371593650784,0.0144409750821,4.92373172484,4.60530799193,3.34382129532,803422.764706,272636.875,209856.230769,1242.49153079,0.0440263166797,0.0169075137803,0.0396404702272,0.0151013781084,11.0,10.0,0.75,0.842105263158,0.8125,1.0,0.95,0.8,2548867.27804,511790.892298,579884.130146,2205.22975902,0.0695402683751,0.0222530381019,0.0700262331354,0.0218434544082,506127.624811,104644.986842,122709.952692,1623.34758943,0.0773752538485,0.0552313077353,0.0789117020935,0.0550015759747,622899.161776,125345.621985,151435.964919,766.940059097,0.0694876471885,0.0282398072947,0.0710790777905,0.0278871281283,668382.695217,137280.962288,165333.504365,760.772531445,0.0826007796723,0.031588972323,0.0844677322231,0.0315776140004,751704.181533,158991.999599,187623.194335,104.398503164,0.0630665030273,0.00649815760497,0.0639200302764,0.00643555206895,2548867.27804,511790.892298,579884.130146,506127.624811,104644.986842,122709.952692,622899.161776,125345.621985,151435.964919,668382.695217,137280.962288,165333.504365,751704.181533,158991.999599,187623.194335
